name,zip_code,email
BREUILLET,17920,mairie@breuillet-17.fr
BREUIL-MAGNE,17870,mairie.breuil-magne@wanadoo.fr
BRIE-SOUS-ARCHIAC,17520,mairiebrie.archiac@free.fr
BRIE-SOUS-MATHA,17160,mairiebriesousmatha@wanadoo.fr
BRIE-SOUS-MORTAGNE,17120,brie.sous.mortagne@mairie17.com
BRIVES-SUR-CHARENTE,17800,mairie.brives.chrte@wanadoo.fr
BRIZAMBOURG,17770,brizambourg@mairie17.com
BURIE,17770,mairie.burie@wanadoo.fr
BUSSAC-FORET,17210,bussac-foret@mairie17.com
BUSSAC-SUR-CHARENTE,17100,mairie@bussac-sur-charente.com
CABARIOT,17430,cabariot@mairie17.com
CELLES,17520,mairie.celles@wanadoo.fr
CERCOUX,17270,commune.cercoux@smic17.fr
CHADENAC,17800,chadenac@mairie17.com
CHAILLEVETTE,17890,chaillevette@mairie17.com
CHAMBON,17290,mairie.chambon17@wanadoo.fr
CHAMOUILLAC,17130,chamouillac@mairie17.com
CHAMPAGNAC,17500,mairie.champagnac17@wanadoo.fr
CHAMPAGNE,17620,champagne@mairie17.com
CHAMPAGNOLLES,17240,champagnolles@mairie17.com
CHAMPDOLENT,17430,mairie.champdolent@orange.fr
CHANIERS,17610,mairie-chaniers17@wanadoo.fr
CHANTEMERLE-SUR-LA-SOIE,17380,chantemerle-sur-la-soie@orange.fr
CHARRON,17230,mairie-de-charron@wanadoo.fr
CHARTUZAC,17130,mairie.chartuzac@wanadoo.fr
CHATELAILLON-PLAGE,17340,mairie@chatelaillonplage.fr
CHATENET,17210,chatenet@mairie17.com
CHAUNAC,17130,mairie.chaunac@wanadoo.fr
CHENAC-SAINT-SEURIN-D'UZET,17120,chenac.saint.seurin.duzet@mairie17.com
CHEPNIERS,17210,chepniers@mairie17.com
CHERAC,17610,mairie.cherac@wanadoo.fr
CHERBONNIERES,17470,cherbonnieres@mairie17.com
CHERMIGNAC,17460,mairie-chermignac@wanadoo.fr
CHERVETTES,17380,mairie.chervettes@wanadoo.fr
CHEVANCEAUX,17210,chevanceaux@mairie17.com
CHIVES,17510,chives@mairie17.com
CIERZAC,17520,cierzac@mairie17.com
CIRE-D'AUNIS,17290,cire.daunis@mairie17.com
CLAM,17500,mairie.clam17@orange.fr
CLAVETTE,17220,infos@mairie-clavette.fr
CLERAC,17270,clerac@mairie17.com
CLION,17240,clion.sur.seugne@mairie17.com
COIVERT,17330,coivert@mairie17.com
COLOMBIERS,17460,colombiers@mairie17.com
CONSAC,17150,consac@mairie17.com
CONTRE,17470,contre@mairie17.com
CORIGNAC,17130,mairie.corignac@wanadoo.fr
CORME-ECLUSE,17600,corme-ecluse@mairie17.com
CORME-ROYAL,17600,mairie.cormeroyal@free.fr
COULONGES,17800,coulonges@mairie17.com
COURANT,17330,mairie.courant@wanadoo.fr
COURCELLES,17400,courcelles@mairie17.com
COURCERAC,17160,mairie.courcerac@wanadoo.fr
COURCON,17170,mairie.courcon@mairie17.com
COURCOURY,17100,courcoury@mairie17.com
COURPIGNAC,17130,mairie-courpignac@wanadoo.fr
COUX,17130,mairie-de-coux@wanadoo.fr
COZES,17120,mairie@cozes.com
CRAM-CHABAN,17170,cram-chaban@mairie17.com
CRAVANS,17260,cravans@mairie17.com
CRAZANNES,17350,crazannes@mairie17.com
CRESSE,17160,cresse@mairie17.com
CROIX-CHAPEAU,17220,mairie.de.croix.chapeau@wanadoo.fr
DAMPIERRE-SUR-BOUTONNE,17470,dampierre-sur-boutonne@mairie17.com
DOEUIL-SUR-LE-MIGNON,17330,mairie.doeuil@wanadoo.fr
DOLUS-D'OLERON,17550,mairie@ville-dolus-oleron.fr
DOMPIERRE-SUR-CHARENTE,17610,mairie.dompierresurcharente@wanadoo.fr
DOMPIERRE-SUR-MER,17139,mairie@ville-dompierre-sur-mer.fr
ECHEBRUNE,17800,echebrune@mairie17.com
ECHILLAIS,17620,mairie@ville-echillais.fr
ECOYEUX,17770,mairie.ecoyeux@wanadoo.fr
ECURAT,17810,ecurat@mairie17.com
EPARGNES,17120,mairie.epargnes@wanadoo.fr
ESNANDES,17137,accueil@esnandes.fr
ETAULES,17750,etaules@mairie17.com
EXPIREMONT,17130,mairie.expiremont@wanadoo.fr
FENIOUX,17350,fenioux@mairie17.com
FERRIERES,17170,mairie.ferrieres.17@wanadoo.fr
FLEAC-SUR-SEUGNE,17800,fleac.sur.seugne@mairie17.com
FLOIRAC,17120,floirac@mairie17.com
FONTAINE-CHALENDRAY,17510,fontaine.chalendray@mairie17.com
FONTAINES-D'OZILLAC,17500,fontaines-ozillac@wanadoo.fr
FONTCOUVERTE,17100,mairie@fontcouverte17.fr
FONTENET,17400,fontenet@mairie17.com
FORGES,17290,mairie.forges@wanadoo.fr
FOURAS,17450,fouras@mairie17.com
GEAY,17250,geay@mairie17.com
GEMOZAC,17260,gemozac@mairie17.com
GENOUILLE,17430,genouille@mairie17.com
GERMIGNAC,17520,germignac@mairie17.com
GIBOURNE,17160,gibourne@mairie17.com
GIVREZAC,17260,givrezac@mairie17.com
GOURVILLETTE,17490,commune-gourvillette@orange.fr
GRANDJEAN,17350,grandjean@mairie17.com
GREZAC,17120,grezac@mairie17.com
GUITINIERES,17500,mairieguitinieres@wanadoo.fr
HAIMPS,17160,haimps@mairie17.com
HIERS-BROUAGE,17320,mairie-hiers-brouage@smic17.fr
ILE-D'AIX,17123,mairie@iledaix.fr
JARNAC-CHAMPAGNE,17520,mairie-jarnac-champagne@wanadoo.fr
JAZENNES,17260,jazennes@mairie17.com
JONZAC,17500,mairie.jonzac@wanadoo.fr
JUICQ,17770,juicq@mairie17.com
JUSSAS,17130,mairie-jussas@wanadoo.fr
LA-BARDE,17360,mairie-la-barde@wanadoo.fr
LA-BENATE,17400,la-benate@mairie17.com
LA-BREE-LES-BAINS,17840,labreelesbains@wanadoo.fr
LA-BROUSSE,17160,la-brousse@mairie17.com
LA-CHAPELLE-DES-POTS,17100,mairie.lachapelledespots@ceso-numerique.com
LA-CLISSE,17600,mairie-la-clisse@smic17.fr
LA-CLOTTE,17360,la.clotte@mairie17.com
LA-COUARDE-SUR-MER,17670,lacouardesurmer@mairie17.com
LA-CROIX-COMTESSE,17330,la-croix-comtesse@mairie17.com
LA-FLOTTE,17630,contact@laflotte.fr
LA-FREDIERE,17770,la.frediere@mairie17.com
LA-GENETOUZE,17360,la.genetouze@mairie17.com
LAGORD,17140,accueil@mairie-lagord.fr
LA-GREVE-SUR-MIGNON,17170,lagrevesurmignon@mairie17.com
LA-GRIPPERIE-SAINT-SYMPHORIEN,17620,mairie-gripperie@wanadoo.fr
LA-JARD,17460,la.jard@mairie17.com
LA-JARNE,17220,mairie.lj@wanadoo.fr
LA-JARRIE,17220,mairie@la-jarrie.fr
LA-JARRIE-AUDOUIN,17330,la-jarrie-audouin@mairie17.com
LA-LAIGNE,17170,mairie.lalaigne@orange.fr
LANDES,17380,landes@mairie17.com
LANDRAIS,17290,mairie-landrais@smic17.fr
LA-ROCHELLE,17000,mairie@ville-larochelle.fr
LA-RONDE,17170,la.ronde@mairie17.com
LA-TREMBLADE,17390,mairie@la-tremblade.com
LA-VALLEE,17250,la.vallee@mairie17.com
LA-VERGNE,17400,la.vergne@mairie17.com
LA-VILLEDIEU,17470,la-villedieu@mairie17.com
LE-BOIS-PLAGE-EN-RE,17580,contact@leboisplage.com
LE-CHATEAU-D'OLERON,17480,accueil.chateau.oleron@mairie17.com
LE-CHAY,17600,le.chay@mairie17.com
LE-DOUHET,17100,le.douhet@mairie17.com
LE-FOUILLOUX,17270,mairie-le-foulliou@wanadoo.fr
LE-GICQ,17160,le.gicq@mairie17.com
LE-GRAND-VILLAGE-PLAGE,17370,legrandvillageplage@mairie17.com
LE-GUA,17600,mairie-le.gua@smic17.fr
LE-GUE-D'ALLERE,17540,le-gue-dallere@mairie17.com
L'EGUILLE,17600,mairie.eguille@wanadoo.fr
LE-MUNG,17350,lemung@mairie17.com
LEOVILLE,17500,mairie.leoville@wanadoo.fr
LE-PIN,17210,st.denis.du.pin@mairie17.com
LES-EDUTS,17510,les-eduts@mairie17.com
LES-EGLISES-D'ARGENTEUIL,17400,eglises.argenteuil@mairie17.com
LES-ESSARDS,17250,les.essards@mairie17.com
LE-SEURE,17770,le.seure@mairie17.com
LES-GONDS,17100,mairie-les-gonds@wanadoo.fr
LES-MATHES,17570,contact@la-palmyre-les-mathes.com
LES-NOUILLERS,17380,les.nouillers@mairie17.com
LES-PORTES-EN-RE,17880,portes-en-re@mairie17.com
LES-TOUCHES-DE-PERIGNY,17160,touches-de-perigny@mairie17.com
LE-THOU,17290,le.thou@mairie17.com
L'HOUMEAU,17137,lhoumeau@mairie17.com
LOIRE-LES-MARAIS,17870,loire.les.marais@mairie17.com
LOIRE-SUR-NIE,17470,loire.sur.nie@mairie17.com
LOIX,17111,mairie-loix@smic17.fr
LONGEVES,17230,longeves2@wanadoo.fr
LONZAC,17520,mairie.lonzac@wanadoo.fr
LORIGNAC,17240,lorignac@mairie17.com
LOULAY,17330,loulay.mairie@wanadoo.fr
LOUZIGNAC,17160,louzignac@mairie17.com
LOZAY,17330,lozay@mairie17.com
LUCHAT,17600,luchat@mairie17.com
LUSSAC,17500,lussac-mairie@wanadoo.fr
LUSSANT,17430,lussant@mairie17.com
MACQUEVILLE,17490,macqueville@mairie17.com
MARANS,17230,a.g@ville-marans.fr
MARENNES,17320,mairie@marennes.fr
MARIGNAC,17800,marignac@mairie17.com
MARSAIS,17700,marsais@mairie17.com
MARSILLY,17137,mairie@marsilly.fr
MASSAC,17490,massac@mairie17.com
MATHA,17160,matha@mairie17.com
MAZERAY,17400,mazeray@mairie17.com
MAZEROLLES,17800,mmazerolles@wanadoo.fr
MEDIS,17600,Secretariat.Medis17@wanadoo.fr
MERIGNAC,17210,mairie.merignac@wanadoo.fr
MESCHERS-SUR-GIRONDE,17132,mairie@meschers.com
MESSAC,17130,mairie.messac@wanadoo.fr
MEURSAC,17120,meursac@mairie17.com
MEUX,17500,mairie.meux@wanadoo.fr
MIGRE,17330,mairie-migre@smic17.fr
MIGRON,17770,migron@mairie17.com
MIRAMBEAU,17150,mirambeau.mairie@orange.fr
MOEZE,17780,moeze@mairie17.com
MOINGS,17500,mairiemoings@free.fr
MONS,17160,mons4@wanadoo.fr
MONTENDRE,17130,mairie@ville-montendre.fr
MONTGUYON,17270,montguyon@mairie17.com
MONTILS,17800,montils@mairie17.com
MONTLIEU-LA-GARDE,17210,mairiemontlieulagarde@wanadoo.fr
MONTPELLIER-DE-MEDILLAN,17260,montpellier.de.medillan@mairie17.com
MONTROY,17220,mairie.montroy@wanadoo.fr
MORAGNE,17430,mairiemoragne@mairie17.com
MORNAC-SUR-SEUDRE,17113,mairie.mornac.seudre@wanadoo.fr
MORTAGNE-SUR-GIRONDE,17120,mairie-mortagne@smic17.fr
MORTIERS,17500,mairie-mortiers@wanadoo.fr
MOSNAC,17240,mosnac@mairie17.com
MURON,17430,muron@mairie17.com
NACHAMPS,17380,nachamps@mairie17.com
NANCRAS,17600,nancras@mairie17.com
NANTILLE,17770,nantille.mairie17@wanadoo.fr
NERE,17510,nere@mairie17.com
NEUILLAC,17520,neuillac@mairie17.com
NEULLES,17500,mairiedeneulles@wanadoo.fr
NEUVICQ-LE-CHATEAU,17490,neuvicq-le-chateau@mairie17.com
NEUVICQ-MONTGUYON,17270,neuvicq@mairie17.com
NIEUL-LES-SAINTES,17810,nieul-les-saintes@mairie17.com
NIEULLE-SUR-SEUDRE,17600,nieulle@bassin-de-marennes.com
NIEUL-LE-VIROUIL,17150,nieul.levirouil@mairie17.com
NIEUL-SUR-MER,17137,mairie@nieul-sur-mer.fr
NUAILLE-D'AUNIS,17540,nuaille.daunis@mairie17.com
NUAILLE-SUR-BOUTONNE,17470,nuaille.boutonne@mairie17.com
ORIGNOLLES,17210,orignolles@mairie17.com
OZILLAC,17500,ozillac.mairie@wanadoo.fr
PAILLE,17470,paille@mairie17.com
PERE,17700,pere@mairie17.com
PERIGNAC,17800,perignac@mairie17.com
PERIGNY,17180,mairie@ville-perigny.fr
PESSINES,17810,pessines@mairie17.com
PISANY,17600,pisany@mairie17.com
PLASSAC,17240,plassacmairie17@orange.fr
PLASSAY,17250,plassay@mairie17.com
POLIGNAC,17210,""
POMMIERS-MOULONS,17130,pommiers.moulons@orange.fr
PONS,17800,ville.pons@smic17.fr
PONT-L'ABBE-D'ARNOULT,17250,mairie@ville-pont-labbe-darnoult.fr
PORT-D'ENVAUX,17350,mairie.portdenvaux@wanadoo.fr
PORT-DES-BARQUES,17730,mairie@ville-portdesbarques.fr
POUILLAC,17210,mairie.pouillac@wanadoo.fr
POURSAY-GARNAUD,17400,mairie.poursaygarnaud@wanadoo.fr
PREGUILLAC,17460,mairie.preguillac@wanado.fr
PRIGNAC,17160,prignac2@wanadoo.fr
PUILBOREAU,17138,contact@mairie-puilboreau.fr
PUY-DU-LAC,17380,puy.du.lac@mairie17.com
PUYRAVAULT,17700,commune.puyravault@orange.fr
PUYROLLAND,17380,commune.puyrolland@orange.fr
REAUX,17500,reaux@mairie17.com
RETAUD,17460,mairie.retaud@wanadoo.fr
RIOUX,17460,rioux@mairie17.com
RIVEDOUX-PLAGE,17940,rivedoux-plage@mairie17.com
ROCHEFORT,17306,mairie@ville-rochefort.fr
ROMAZIERES,17510,mairieromazieres@wanadoo.fr
ROMEGOUX,17250,romegoux@mairie17.com
ROUFFIAC,17800,rouffiac@mairie17.com
ROUFFIGNAC,17130,mairie-rouffignac@orange.fr
ROYAN,17200,mairie@mairie-royan.fr
SABLONCEAUX,17600,sablonceaux@mairie17.com
SAINT-AGNANT,17620,mairie-saint-agnant@smic17.fr
SAINT-AIGULIN,17360,st.aigulin@mairie17.com
SAINT-ANDRE-DE-LIDON,17260,st.andre.de.lidon@mairie17.com
SAINT-AUGUSTIN,17570,infos@mairie-saint-augustin.fr
SAINT-BONNET-SUR-GIRONDE,17150,saint-bonnet-sur-gironde@mairie17.com
SAINT-BRIS-DES-BOIS,17770,mairiesaintbris@wanadoo.fr
SAINT-CESAIRE,17770,mairie-saint-cesaire@smic17.fr
SAINT-CHRISTOPHE,17220,saintchristophe@mairie17.com
SAINT-CIERS-CHAMPAGNE,17520,mairiesaintcierschamp@wanadoo.fr
SAINT-CIERS-DU-TAILLON,17240,stciers.du.taillon@mairie17.com
SAINT-CLEMENT-DES-BALEINES,17590,st.clement.des.baleines@mairie17.com
SAINT-COUTANT-LE-GRAND,17430,st.coutant.le.grand@mairie17.com
SAINT-CREPIN,17380,saint.crepin@mairie17.com
SAINT-CYR-DU-DORET,17170,st.cyr.du.doret@mairie17.com
SAINT-DENIS-D'OLERON,17650,st.denis.oleron@wanadoo.fr
SAINT-DENIS-DU-PIN,17400,st.denis.du.pin@mairie17.com
SAINT-DIZANT-DU-BOIS,17150,saint.dizant.du.bois@mairie17.com
SAINT-DIZANT-DU-GUA,17240,saint.dizant.du.gua@mairie17.com
SAINTE-COLOMBE,17210,sainte.colombe@mairie17.com
SAINTE-GEMME,17250,mairie.saintegemme@wanadoo.fr
SAINTE-LHEURINE,17520,ste.lheurine@wanadoo.fr
SAINTE-MARIE-DE-RE,17740,info@mairie-sainte-marie-de-re.fr
SAINTE-MEME,17770,sainte-meme@mairie17.com
SAINTE-RADEGONDE,17250,sainte-radegonde@mairie17.com
SAINTE-RAMEE,17240,mairie.sainteramee@wanadoo.fr
SAINTES,17100,info@ville-saintes.fr
SAINTE-SOULLE,17220,mairie.sainte.soulle@wanadoo.fr
SAINT-EUGENE,17520,saint.eugene@mairie17.com
SAINT-FELIX,17330,st.felix@mairie17.com
SAINT-FORT-SUR-GIRONDE,17240,saint-fort-sur-gironde@mairie17.com
SAINT-FROULT,17780,mairiesaintfroult@wanadoo.fr
SAINT-GENIS-DE-SAINTONGE,17240,mairie.stgenis17@wanadoo.fr
SAINT-GEORGES-ANTIGNAC,17240,st.georges.antignac@mairie17.com
SAINT-GEORGES-DE-DIDONNE,17110,mairie@sgdd.fr
SAINT-GEORGES-DE-LONGUEPIERRE,17470,st.georges.de.longuepierre@mairie17.com
SAINT-GEORGES-DES-AGOUTS,17150,st.georges.des.agouts.mairie@wanadoo.fr
SAINT-GEORGES-DES-COTEAUX,17810,st.georges.des.coteaux@mairie17.com
SAINT-GEORGES-D'OLERON,17190,mairie@saint-georges-oleron.fr
SAINT-GEORGES-DU-BOIS,17700,georgipolitaine@mairie17.com
SAINT-GERMAIN-DE-LUSIGNAN,17500,saint-germain-de-lusignan@mairie17.com
SAINT-GERMAIN-DE-MARENCENNES,17700,st.germain.marencennes@mairie17.com
SAINT-GERMAIN-DE-VIBRAC,17500,mairie.st-germain-de-vibrac@wanadoo.fr
SAINT-GERMAIN-DU-SEUDRE,17240,saint-germain-du-seudre@mairie17.com
SAINT-GREGOIRE-D'ARDENNES,17240,saint-gregoire-dardennes@mairie17.com
SAINT-HILAIRE-DE-VILLEFRANCHE,17770,mairie-st-hilaire@smic17.fr
SAINT-HILAIRE-DU-BOIS,17500,st.hilairedubois@wanadoo.fr
SAINT-HIPPOLYTE,17430,saint-hippolyte@mairie17.com
SAINT-JEAN-D'ANGELY,17400,ville@angely.net
SAINT-JEAN-D'ANGLE,17620,saint.jean.dangle@mairie17.com
SAINT-JEAN-DE-LIVERSAY,17170,mairie.saint.jean.de.liversay@wanadoo.fr
SAINT-JULIEN-DE-L'ESCAP,17400,saint-julien-de-lescap@mairie17.com
SAINT-JUST-LUZAC,17320,mairie-stjust-luzac@wanadoo.fr
SAINT-LAURENT-DE-LA-BARRIERE,17380,""
SAINT-LAURENT-DE-LA-PREE,17450,st.laurent.de.la.pree@mairie17.com
SAINT-LEGER,17800,saint-leger@mairie17.com
SAINT-LOUP-DE-SAINTONGE,17380,st-loup-de-saintonge@mairie17.com
SAINT-MAIGRIN,17520,saint-maigrin@mairie17.com
SAINT-MANDE-SUR-BREDOIRE,17470,st.mande.sur.bredoire@mairie17.com
SAINT-MARD,17700,st.mard@mairie17.com
SAINT-MARTIAL-DE-LOULAY,17330,saint-martial@mairie17.com
SAINT-MARTIAL-DE-MIRAMBEAU,17150,st.martial.de.mirambeau@mairie17.com
SAINT-MARTIAL-DE-VITATERNE,17500,mairie.stmartialdevitaterne@wanadoo.fr
SAINT-MARTIAL-SUR-NE,17520,st.martial.sur.ne@mairie17.com
SAINT-MARTIN-D'ARY,17270,st-martin-ary@mairie17.com
SAINT-MARTIN-DE-COUX,17360,mairie.st-martin-de-coux@wanadoo.fr
SAINT-MARTIN-DE-JUILLERS,17400,st.martin.de.juillers@mairie17.com
SAINT-MARTIN-DE-RE,17410,st.martin.de.re@mairie17.com
SAINT-MAURICE-DE-TAVERNOLE,17500,mairie-st-maurice-tavernole@wanadoo.fr
SAINT-MEDARD,17500,st.medard.en.saintonge@mairie17.com
SAINT-MEDARD-D'AUNIS,17220,st-medard-aunis@mairie17.com
SAINT-NAZAIRE-SUR-CHARENTE,17780,saint-nazaire-sur-charente@mairie17.com
SAINT-OUEN-D'AUNIS,17230,st.ouen.daunis@mairie17.com
SAINT-OUEN-LA-THENE,17490,saint.ouen.la.thene@mairie17.com
SAINT-PALAIS-DE-NEGRIGNAC,17210,saint.palais.de.negrignac@mairie17.com
SAINT-PALAIS-DE-PHIOLIN,17800,saint-palais-de-phiolin@mairie17.com
SAINT-PALAIS-SUR-MER,17420,secretariat@stpalaissurmer.fr
SAINT-PARDOULT,17400,saint-pardoult@mairie17.com
SAINT-PIERRE-D'AMILLY,17700,saint-pierre-damilly@mairie17.com
SAINT-PIERRE-DE-JUILLERS,17400,st-pierre-de-juillers@mairie17.com
SAINT-PIERRE-D'OLERON,17310,accueil@saint-pierre-oleron.com
SAINT-PIERRE-DU-PALAIS,17270,saint.pierre.du.palais@mairie17.com
SAINT-PORCHAIRE,17250,mairie@st-porchaire.fr
SAINT-QUANTIN-DE-RANCANNE,17800,st-quantin-rancannes@mairie17.com
SAINT-ROGATIEN,17220,mairie-saint-rogatien@wanadoo.fr
SAINT-ROMAIN-DE-BENET,17600,st.romain.benet@mairie17.com
SAINT-ROMAIN-SUR-GIRONDE,17240,st.romain.sur.gironde@mairie17.com
SAINT-SATURNIN-DU-BOIS,17700,mairie.stsaturnindubois@wanadoo.fr
SAINT-SAUVANT,17610,infos@mairie-saint-sauvant17.fr
SAINT-SAUVEUR-D'AUNIS,17540,mairie.stsauveurdaunis@orange.fr
SAINT-SAVINIEN,17350,saint-savinien@mairie17.com
SAINT-SEURIN-DE-PALENNE,17800,st.seurin.de.palenne@mairie17.com
SAINT-SEVER-DE-SAINTONGE,17800,st.sever.de.saintonge@mairie17.com
SAINT-SEVERIN-SUR-BOUTONNE,17330,saint-severin-sur-boutonne@mairie17.com
SAINT-SIGISMOND-DE-CLERMONT,17240,mairie.stsigismond17@orange.fr
SAINT-SIMON-DE-BORDES,17500,saint-simon-de-bordes@mairie17.com
SAINT-SIMON-DE-PELLOUAILLE,17260,st.simon@mairie17.com
SAINT-SORLIN-DE-CONAC,17150,st.sorlin.de.conac@mairie17.com
SAINT-SORNIN,17600,stsornin@bassin-de-marennes.com
SAINT-SULPICE-D'ARNOULT,17250,mairie-stsulpicearnoult@wanadoo.fr
SAINT-SULPICE-DE-ROYAN,17200,st-sulpice-de-royan@mairie17.com
SAINT-THOMAS-DE-CONAC,17150,st.thomas.de.conac@mairie17.com
SAINT-TROJAN-LES-BAINS,17370,mairiesttrojan@wanadoo.fr
SAINT-VAIZE,17100,saint-vaize@mairie17.com
SAINT-VIVIEN,17220,mairie@saint-vivien17.fr
SAINT-XANDRE,17138,st.xandre@mairie17.com
SALEIGNES,17510,saleignes@mairie17.com
SALIGNAC-DE-MIRAMBEAU,17130,salignac-de-mirambeau@mairie17.com
SALIGNAC-SUR-CHARENTE,17800,salignac-sur-charente@mairie17.com
SALLES-SUR-MER,17220,salles-sur-mer@mairie17.com
SAUJON,17600,contact@mairie-saujon.fr
SEIGNE,17510,seigne@mairie17.com
SEMILLAC,17150,semillac@mairie17.com
SEMOUSSAC,17150,semoussac@mairie17.com
SEMUSSAC,17120,mairie-semussac@smic17.fr
SIECQ,17490,siecq@mairie17.com
SONNAC,17160,sonnac@mairie17.com
SOUBISE,17780,mairie@soubise.fr
SOUBRAN,17150,soubran@mairie17.com
SOULIGNONNES,17250,mairie.soulignonnes@wanadoo.fr
SOUMERAS,17130,soumeras@wanadoo.fr
SOUSMOULINS,17130,mairiedesousmoulins@wanadoo.fr
SURGERES,17700,mairie@ville-surgeres.fr
TAILLANT,17350,taillant@mairie17.com
TAILLEBOURG,17350,taillebourg@mairie17.com
TALMONT-SUR-GIRONDE,17120,talmont.sur.gironde@mairie17.com
TANZAC,17260,tanzac@mairie17.com
TAUGON,17170,taugon@mairie17.com
TERNANT,17400,ternant@mairie17.com
TESSON,17460,tesson@mairie17.com
THAIMS,17120,thaims@mairie17.com
THAIRE,17290,thaire@mairie17.com
THENAC,17460,mairie.thenac@wanadoo.fr
THEZAC,17600,thezac@mairie17.com
THORS,17160,thors@mairie17.com
TONNAY-BOUTONNE,17380,tonnay-boutonne@mairie17.com
TONNAY-CHARENTE,17430,mairie-tonnay.charente@wanadoo.fr
TORXE,17380,torxe@mairie17.com
TRIZAY,17250,mairie.trizay@wanadoo.fr
TUGERAS-SAINT-MAURICE,17130,tugeras@mairie17.com
VANDRE,17700,vandre@mairie17.com
VANZAC,17500,mairie.vanzac@cegetel.net
VARAIZE,17400,mairie-varaize@wanadoo.fr
VARZAY,17460,varzay@mairie17.com
VAUX-SUR-MER,17640,mairie@vaux-atlantique.com
VENERAND,17100,mairie.venerand@wanadoo.fr
VERGEROUX,17300,mairiedevergeroux@wanadoo.fr
VERGNE,17330,vergne@mairie17.com
VERINES,17540,verines@mairie17.com
VERVANT,17400,vervant@mairie17.com
VIBRAC,17130,mairie.vibrac@wanadoo.fr
VILLARS-EN-PONS,17260,villars-en-pons@mairie17.com
VILLARS-LES-BOIS,17770,villars-les-bois@mairie17.com
VILLEDOUX,17230,mairie.villedoux@smic17.fr
VILLEMORIN,17470,villemorin@mairie17.com
VILLENEUVE-LA-COMTESSE,17330,villeneuve-la-comtesse@mairie17.com
VILLEXAVIER,17500,mairie.villexavier@free.fr
VILLIERS-COUTURE,17510,villiers.couture@mairie17.com
VINAX,17510,vinax@mairie17.com
VIROLLET,17260,virollet@mairie17.com
VIRSON,17290,virson@mairie17.com
VOISSAY,17400,voissay@mairie17.com
VOUHE,17700,vouhe@mairie17.com
YVES,17340,mairie-yves@smic17.fr
ADILLY,79200,mairie-adilly@cc-parthenay.fr
AIFFRES,79230,mairie@ville-aiffres.fr
AIGONNAY,79370,mairie-aigonnay@paysmellois.org
AIRVAULT,79600,mairie-airvault@cc-airvaudais.fr
ALLONNE,79130,mairie-allonne@orange.fr
AMAILLOUX,79350,mairie-amailloux@cc-parthenay.fr
AMURE,79210,mairie.amure@orange.fr
ARCAIS,79210,mairie.arcais@orange.fr
ARDILLEUX,79110,mairie-ardilleux@paysmellois.org
ARDIN,79160,communedardin@wanadoo.fr
ARGENTON-L'EGLISE,79290,mairie-argenton-eglise@cyberscope.fr
ARGENTON-LES-VALLEES,79150,mairie-argenton-chateau@cegetel.net
ASNIERES-EN-POITOU,79170,mairie-asnieresenpoitou@paysmellois.org
ASSAIS-LES-JUMEAUX,79600,mairie-assaislesjx@cc-parthenay.fr
AUBIGNE,79110,mairie-aubigne@paysmellois.org
AUBIGNY,79390,mairie-aubigny@cc-parthenay.fr
AUGE,79400,mairie-dauge@wanadoo.fr
AVAILLES-THOUARSAIS,79600,mairie-availles@cc-airvaudais.fr
AVON,79800,mairie.avon@perso.altitudetelecom.fr
AZAY-LE-BRULE,79400,azaylebrule.mairie@wanadoo.fr
AZAY-SUR-THOUET,79130,mairie-azaysurthouet@cc-parthenay.fr
BEAULIEU-SOUS-PARTHENAY,79420,mairie-beaulieu@cc-pays-sud-gatine.fr
BEAUSSAIS,79370,beaussais@wanadoo.fr
BEAUVOIR-SUR-NIORT,79360,mairie-beauvoir@wanadoo.fr
BECELEUF,79160,mairiebeceleuf@orange.fr
BELLEVILLE,79360,mairiebellevillede@wanadoo.fr
BESSINES,79000,mairie@mairie-bessines.fr
BOISME,79300,mairie.boisme@wanadoo.fr
BOISSEROLLES,79360,mairie.boisserolles@wanadoo.fr
BOUGON,79800,Mairie.BOUGON@wanadoo.fr
BOUILLE-LORETZ,79290,mairie.bouille-loretz@orange.fr
BOUILLE-SAINT-PAUL,79290,mairie.bouillesp@wanadoo.fr
BOUIN,79110,mairie-bouin@paysmellois.org
BOUSSAIS,79600,mairie-boussais@cc-airvaudais.fr
BRESSUIRE,79300,mairie@ville-bressuire.fr
BRETIGNOLLES,79140,mairie-bretignolles@wanadoo.fr
BRIE,79100,mairiedebrie@wanadoo.fr
BRIEUIL-SUR-CHIZE,79170,mairie-brieuilsurchize@paysmellois.org
BRION-PRES-THOUET,79290,mairie-de-brion@wanadoo.fr
BRIOUX-SUR-BOUTONNE,79170,mairie-briouxsurboutonne@paysmellois.org
BRULAIN,79230,mairie.brulain@libertysurf.fr
CAUNAY,79190,mairie.caunay@free.fr
CELLES-SUR-BELLE,79370,mairie-cellessurbelle@wanadoo.fr
CERIZAY,79140,ville@cerizay.fr
CERSAY,79290,mairie.cersay@wanadoo.fr
CHAIL,79500,mairie-chail@paysmellois.org
CHAMPDENIERS-SAINT-DENIS,79220,mairie.champdeniers@wanadoo.fr
CHANTECORPS,79340,mairie-chantecorps@cc-parthenay.fr
CHANTELOUP,79320,mairie.chanteloup@orange.fr
CHATILLON-SUR-THOUET,79200,mairie_chatillon@cc-parthenay.fr
CHAURAY,79180,contacts@chauray.fr
